"id","journal_id","type_id","project_id","subject","description","due_date","category_id","status_id","assigned_to_id","priority_id","fixed_version_id","author_id","done_ratio","estimated_hours","start_date","parent_id","responsible_id","cost_object_id","story_points","remaining_hours"
"1","4","6","1","New login screen","\N","\N","\N","2","1","8","2","1","0","\N","\N","\N","\N","\N","\N","\N"
"2","5","7","1","Password reset does not send email","\N","\N","\N","4","1","8","1","1","0","\N","\N","\N","\N","\N","\N","\N"
"3","6","5","1","New website","\N","2019-06-08","\N","1","1","8","\N","1","0","\N","2019-06-08","\N","\N","\N","\N","\N"
"4","7","6","1","Newsletter registration form","\N","\N","\N","1","1","8","2","1","0","\N","\N","\N","\N","\N","\N","\N"
"5","8","6","1","Newsletter registration form","\N","\N","\N","1","1","8","2","1","0","\N","\N","3","\N","\N","\N","\N"
"6","9","6","1","Implement product tour","\N","\N","\N","1","1","8","2","1","0","\N","\N","\N","\N","\N","\N","\N"
"7","10","6","1","Implement product tour","\N","\N","\N","1","1","8","2","1","0","\N","\N","3","\N","\N","\N","\N"
"8","11","6","1","New landing page","\N","2019-06-08","\N","3","1","8","3","1","0","\N","2019-06-08","\N","\N","\N","3","\N"
"9","12","1","1","Create wireframes for new landing page","\N","2019-06-08","\N","7","1","8","3","1","0","\N","2019-06-08","\N","\N","\N","\N","\N"
"10","13","1","1","Create wireframes for new landing page","\N","2019-06-08","\N","7","1","8","3","1","0","\N","2019-06-08","6","\N","\N","\N","\N"
"11","14","6","1","New landing page","\N","2019-06-08","\N","3","1","8","3","1","0","\N","2019-06-08","3","\N","\N","3","\N"
"12","15","6","1","Contact form","\N","2019-06-03","\N","3","1","8","3","1","0","\N","2019-06-03","\N","\N","\N","1","\N"
"13","16","6","1","Feature carousel","\N","\N","\N","3","1","8","3","1","0","\N","\N","\N","\N","\N","5","\N"
"14","17","1","1","Make screenshots for feature tour","\N","\N","\N","13","1","8","3","1","0","\N","\N","\N","\N","\N","\N","\N"
"15","18","1","1","Make screenshots for feature tour","\N","\N","\N","13","1","8","3","1","0","\N","\N","9","\N","\N","\N","\N"
"16","19","7","1","Wrong hover color","\N","2019-06-03","\N","4","1","8","3","1","0","\N","2019-06-03","\N","\N","\N","1","\N"
"17","20","6","1","SSL certificate","\N","2019-06-04","\N","3","1","8","2","1","0","\N","2019-06-04","\N","\N","\N","\N","\N"
"18","21","6","1","Set-up Staging environment","\N","2019-06-05","\N","2","1","8","2","1","0","\N","2019-06-05","\N","\N","\N","\N","\N"
"19","22","6","1","Choose a content management system","\N","2019-06-06","\N","3","1","8","2","1","0","\N","2019-06-06","\N","\N","\N","\N","\N"
"20","23","6","1","Website navigation structure","\N","2019-06-07","\N","3","1","8","3","1","0","\N","2019-06-07","\N","\N","\N","3","\N"
"21","24","1","1","Set up navigation concept for website.","\N","2019-06-07","\N","1","1","8","3","1","0","\N","2019-06-07","\N","\N","\N","\N","\N"
"22","25","1","1","Set up navigation concept for website.","\N","2019-06-07","\N","1","1","8","3","1","0","\N","2019-06-07","15","\N","\N","\N","\N"
"23","26","6","1","Internal link structure","\N","2019-06-07","\N","1","1","8","2","1","0","\N","2019-06-07","\N","\N","\N","\N","\N"
"24","27","3","1","Develop v1.0","\N","2019-05-30","\N","1","1","8","\N","1","0","\N","2019-05-27","\N","\N","\N","\N","\N"
"25","28","2","1","Release v1.0","\N","2019-05-31","\N","1","1","8","\N","1","0","\N","2019-05-31","\N","\N","\N","\N","\N"
"26","29","3","1","Develop v1.1","\N","2019-06-06","\N","1","1","8","\N","1","0","\N","2019-06-03","\N","\N","\N","\N","\N"
"27","30","2","1","Release v1.1","\N","2019-06-07","\N","1","1","8","\N","1","0","\N","2019-06-07","\N","\N","\N","\N","\N"
"28","31","3","1","Develop v2.0","\N","2019-06-13","\N","1","1","8","\N","1","0","\N","2019-06-10","\N","\N","\N","\N","\N"
"29","32","2","1","Release v2.0","\N","2019-06-14","\N","1","1","8","\N","1","0","\N","2019-06-14","\N","\N","\N","\N","\N"
"30","37","2","2","Project kick-off","Plan and execute the project kick-off.","2019-05-17","\N","6","1","9","\N","1","50","8","2019-05-17","\N","\N","\N","\N","\N"
"31","38","3","2","Project planning","Please execute the related tasks:

* ##child:1
* ##child:2
* ##child:3
* ##child:4
* ##child:5
* ##child:6
* ##child:7
","2019-05-16","\N","6","1","9","\N","1","0","8","2019-05-13","\N","\N","\N","\N","\N"
"32","39","1","2","Create a new project","Please [create a new project](/projects/new) from the project drop down menu in the left hand header navigation.

**You can:**
* give your project a name,
* add a project description,
* create a project structure,
* set a project to public.

**Visuals:**
![new project](##attachment:""new_project.jpg"")

**Find out more:**
* https://www.openproject.org/help/administration/manage-projects/
","2019-05-13","\N","1","1","8","\N","1","0","\N","2019-05-13","\N","\N","\N","\N","\N"
"33","41","1","2","Create a new project","Please [create a new project](/projects/new) from the project drop down menu in the left hand header navigation.

**You can:**
* give your project a name,
* add a project description,
* create a project structure,
* set a project to public.

**Visuals:**
![new project](/attachments/1)

**Find out more:**
* https://www.openproject.org/help/administration/manage-projects/
","2019-05-13","\N","1","1","8","\N","1","0","\N","2019-05-13","\N","\N","\N","\N","\N"
"34","42","1","2","Create a new project","Please [create a new project](/projects/new) from the project drop down menu in the left hand header navigation.

**You can:**
* give your project a name,
* add a project description,
* create a project structure,
* set a project to public.

**Visuals:**
![new project](/attachments/1)

**Find out more:**
* https://www.openproject.org/help/administration/manage-projects/
","2019-05-13","\N","1","1","8","\N","1","0","\N","2019-05-13","25","\N","\N","\N","\N"
"35","43","1","2","Customize project overview page","You can [customize your project overview page](/my_projects_overview/demo-project/page_layout) to add important information, such as project description, important links, work packages overview, news, and much more.

**You can:**
* edit the project overview by clicking on the gear icon,
* add a project description,
* add links to important project information or custom reports,
* insert news or work packages,
* and much more.

**Visuals:**
![project overview](##attachment:""project_overview.jpg"")

**Find out more:**
* https://www.openproject.org/help/project-setup/
","2019-05-13","\N","1","1","8","\N","1","0","\N","2019-05-13","\N","\N","\N","\N","\N"
"36","45","1","2","Customize project overview page","You can [customize your project overview page](/my_projects_overview/demo-project/page_layout) to add important information, such as project description, important links, work packages overview, news, and much more.

**You can:**
* edit the project overview by clicking on the gear icon,
* add a project description,
* add links to important project information or custom reports,
* insert news or work packages,
* and much more.

**Visuals:**
![project overview](/attachments/2)

**Find out more:**
* https://www.openproject.org/help/project-setup/
","2019-05-13","\N","1","1","8","\N","1","0","\N","2019-05-13","\N","\N","\N","\N","\N"
"37","46","1","2","Customize project overview page","You can [customize your project overview page](/my_projects_overview/demo-project/page_layout) to add important information, such as project description, important links, work packages overview, news, and much more.

**You can:**
* edit the project overview by clicking on the gear icon,
* add a project description,
* add links to important project information or custom reports,
* insert news or work packages,
* and much more.

**Visuals:**
![project overview](/attachments/2)

**Find out more:**
* https://www.openproject.org/help/project-setup/
","2019-05-13","\N","1","1","8","\N","1","0","\N","2019-05-13","25","\N","\N","\N","\N"
"38","47","1","2","Activate further modules","Please activate further [Modules](/projects/demo-project/settings/modules) in the Project settings in order to have more features in your project.

**You can:**
* add a Scrum module (Backlogs),
* add time tracking, reporting, and budgets (Time Tracking, Cost Reports, Budgets),
* add a wiki,
* add meetings,
* and more.

**Visuals:**
![project modules](##attachment:""project_modules.jpg"")

**Find out more:**
* https://www.openproject.org/help/activate-deactivate-modules/
","2019-05-13","\N","1","1","8","\N","1","0","\N","2019-05-13","\N","\N","\N","\N","\N"
"115","143","1","3","Detailed design","\N","\N","\N","1","\N","8","\N","3","0","136","\N","\N","\N","\N","\N","136"
"116","145","1","3","Preparation of construction drawings","","\N","\N","1","\N","8","\N","3","0","120","\N","44","\N","\N","\N","120"
"117","146","1","3","Project deliverables","\N","\N","\N","1","\N","8","\N","3","0","120","\N","\N","\N","\N","\N","120"
"118","147","1","3","Bill of quantities","","\N","\N","1","\N","8","\N","3","0","32","\N","44","\N","\N","\N","32"
"39","49","1","2","Activate further modules","Please activate further [Modules](/projects/demo-project/settings/modules) in the Project settings in order to have more features in your project.

**You can:**
* add a Scrum module (Backlogs),
* add time tracking, reporting, and budgets (Time Tracking, Cost Reports, Budgets),
* add a wiki,
* add meetings,
* and more.

**Visuals:**
![project modules](/attachments/3)

**Find out more:**
* https://www.openproject.org/help/activate-deactivate-modules/
","2019-05-13","\N","1","1","8","\N","1","0","\N","2019-05-13","\N","\N","\N","\N","\N"
"40","50","1","2","Activate further modules","Please activate further [Modules](/projects/demo-project/settings/modules) in the Project settings in order to have more features in your project.

**You can:**
* add a Scrum module (Backlogs),
* add time tracking, reporting, and budgets (Time Tracking, Cost Reports, Budgets),
* add a wiki,
* add meetings,
* and more.

**Visuals:**
![project modules](/attachments/3)

**Find out more:**
* https://www.openproject.org/help/activate-deactivate-modules/
","2019-05-13","\N","1","1","8","\N","1","0","\N","2019-05-13","25","\N","\N","\N","\N"
"41","51","1","2","Invite new team members","Please invite new team members by going to [Members](/projects/demo-project/members) in the project navigation.

**You can:**
* add existing users to  a project by typing in their names,
* invite new users to OpenProject by typing in their email address,
* assign a certain role in this project for each user.

**Visuals:**
![project members](##attachment:""project_members.jpg"")

**Find out more:**
* https://www.openproject.org/help/add-project-members/
","2019-05-14","\N","1","1","9","\N","1","0","\N","2019-05-14","\N","\N","\N","\N","\N"
"42","53","1","2","Invite new team members","Please invite new team members by going to [Members](/projects/demo-project/members) in the project navigation.

**You can:**
* add existing users to  a project by typing in their names,
* invite new users to OpenProject by typing in their email address,
* assign a certain role in this project for each user.

**Visuals:**
![project members](/attachments/4)

**Find out more:**
* https://www.openproject.org/help/add-project-members/
","2019-05-14","\N","1","1","9","\N","1","0","\N","2019-05-14","\N","\N","\N","\N","\N"
"43","54","1","2","Invite new team members","Please invite new team members by going to [Members](/projects/demo-project/members) in the project navigation.

**You can:**
* add existing users to  a project by typing in their names,
* invite new users to OpenProject by typing in their email address,
* assign a certain role in this project for each user.

**Visuals:**
![project members](/attachments/4)

**Find out more:**
* https://www.openproject.org/help/add-project-members/
","2019-05-14","\N","1","1","9","\N","1","0","\N","2019-05-14","25","\N","\N","\N","\N"
"44","55","1","2","Create work packages","Please create work packages for your project. Go to [Work package](/projects/demo-project/work_packages) and click the green +Create button.

**You can**:
* create any type of work, e.g. features, tasks, bugs, risks, ideas,
* add a title and description,
* add attachments via copy and paste to the description,
* set status, priority and assign it to a team member,
* insert any custom field to the forms.

**Visuals**:
![create work package](##attachment:""create_work_package.jpg"")

**Find out more**:
* https://www.openproject.org/help/work-packages/create-new-work-package/
","2019-05-14","\N","1","1","9","\N","1","0","\N","2019-05-14","\N","\N","\N","\N","\N"
"45","57","1","2","Create work packages","Please create work packages for your project. Go to [Work package](/projects/demo-project/work_packages) and click the green +Create button.

**You can**:
* create any type of work, e.g. features, tasks, bugs, risks, ideas,
* add a title and description,
* add attachments via copy and paste to the description,
* set status, priority and assign it to a team member,
* insert any custom field to the forms.

**Visuals**:
![create work package](/attachments/5)

**Find out more**:
* https://www.openproject.org/help/work-packages/create-new-work-package/
","2019-05-14","\N","1","1","9","\N","1","0","\N","2019-05-14","\N","\N","\N","\N","\N"
"46","58","1","2","Create work packages","Please create work packages for your project. Go to [Work package](/projects/demo-project/work_packages) and click the green +Create button.

**You can**:
* create any type of work, e.g. features, tasks, bugs, risks, ideas,
* add a title and description,
* add attachments via copy and paste to the description,
* set status, priority and assign it to a team member,
* insert any custom field to the forms.

**Visuals**:
![create work package](/attachments/5)

**Find out more**:
* https://www.openproject.org/help/work-packages/create-new-work-package/
","2019-05-14","\N","1","1","9","\N","1","0","\N","2019-05-14","25","\N","\N","\N","\N"
"47","59","1","2","Create a project plan","Please create a project plan by going to [Project plan](##query:""Project plan"") in the project navigation.

**You can:**
* create new phases and milestones by simply clicking in the project plan,
* change phases and milestones with drag and drop,
* add labels, such as start and finish date, title, or assignee,
* add dependencies by right clicking on a phase or milestone and choose pre-decessor or follower,
* custom columns, group, filter and save timeline reports to have them at your fingertips.

**Visuals:**
![gantt chart](##attachment:""gantt_chart.jpg"")

**Find out more:**
* https://www.openproject.org/help/timelines/integrated-timeline-work-package-page/
","2019-05-15","\N","1","1","9","\N","1","0","\N","2019-05-15","\N","\N","\N","\N","\N"
"48","61","1","2","Create a project plan","Please create a project plan by going to [Project plan](/projects/demo-project/work_packages?query_id=6) in the project navigation.

**You can:**
* create new phases and milestones by simply clicking in the project plan,
* change phases and milestones with drag and drop,
* add labels, such as start and finish date, title, or assignee,
* add dependencies by right clicking on a phase or milestone and choose pre-decessor or follower,
* custom columns, group, filter and save timeline reports to have them at your fingertips.

**Visuals:**
![gantt chart](/attachments/6)

**Find out more:**
* https://www.openproject.org/help/timelines/integrated-timeline-work-package-page/
","2019-05-15","\N","1","1","9","\N","1","0","\N","2019-05-15","\N","\N","\N","\N","\N"
"49","62","1","2","Create a project plan","Please create a project plan by going to [Project plan](/projects/demo-project/work_packages?query_id=6) in the project navigation.

**You can:**
* create new phases and milestones by simply clicking in the project plan,
* change phases and milestones with drag and drop,
* add labels, such as start and finish date, title, or assignee,
* add dependencies by right clicking on a phase or milestone and choose pre-decessor or follower,
* custom columns, group, filter and save timeline reports to have them at your fingertips.

**Visuals:**
![gantt chart](/attachments/6)

**Find out more:**
* https://www.openproject.org/help/timelines/integrated-timeline-work-package-page/
","2019-05-15","\N","1","1","9","\N","1","0","\N","2019-05-15","25","\N","\N","\N","\N"
"50","63","1","2","Edit a work package","[Edit a work package](/projects/demo-project/work_packages/41/activity) by double clicking on a row in the list view or open the split screen with the ""i"".

**You can**:
* change title or description,
* assign it to a team member,
* comment on topics or notify team members with @-notifications,
* set status, priority, finish dates or other custom fields,
* include documents or screenshots with copy & paste,
* add relations to other work packages,
* change forms in the Administration settings.

**Visuals**:
![edit work package](##attachment:""edit_work_package.jpg"")

**Find out more**:
* https://www.openproject.org/help/work-packages/
","2019-05-16","\N","1","1","9","\N","1","0","\N","2019-05-16","\N","\N","\N","\N","\N"
"119","148","1","3","Project deliverables","\N","\N","\N","1","\N","8","\N","3","0","152","\N","\N","\N","\N","\N","152"
"122","154","1","3","Admin","","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"51","65","1","2","Edit a work package","[Edit a work package](/projects/demo-project/work_packages/41/activity) by double clicking on a row in the list view or open the split screen with the ""i"".

**You can**:
* change title or description,
* assign it to a team member,
* comment on topics or notify team members with @-notifications,
* set status, priority, finish dates or other custom fields,
* include documents or screenshots with copy & paste,
* add relations to other work packages,
* change forms in the Administration settings.

**Visuals**:
![edit work package](/attachments/7)

**Find out more**:
* https://www.openproject.org/help/work-packages/
","2019-05-16","\N","1","1","9","\N","1","0","\N","2019-05-16","\N","\N","\N","\N","\N"
"52","66","1","2","Edit a work package","[Edit a work package](/projects/demo-project/work_packages/41/activity) by double clicking on a row in the list view or open the split screen with the ""i"".

**You can**:
* change title or description,
* assign it to a team member,
* comment on topics or notify team members with @-notifications,
* set status, priority, finish dates or other custom fields,
* include documents or screenshots with copy & paste,
* add relations to other work packages,
* change forms in the Administration settings.

**Visuals**:
![edit work package](/attachments/7)

**Find out more**:
* https://www.openproject.org/help/work-packages/
","2019-05-16","\N","1","1","9","\N","1","0","\N","2019-05-16","25","\N","\N","\N","\N"
"53","67","3","2","Project planning","Please execute the related tasks:

* ##26
* ##27
* ##28
* ##29
* ##30
* ##31
* ##32
","2019-05-16","\N","6","1","9","\N","1","0","8","2019-05-13","\N","\N","\N","\N","\N"
"54","68","3","2","Develop v1.0","\N","2019-06-06","\N","6","1","8","\N","1","0","\N","2019-05-20","\N","\N","\N","\N","\N"
"55","69","4","2","Great feature","\N","2019-05-28","\N","9","1","8","\N","1","0","\N","2019-05-20","\N","\N","\N","\N","\N"
"56","70","4","2","Great feature","\N","2019-05-28","\N","9","1","8","\N","1","0","\N","2019-05-20","33","\N","\N","\N","\N"
"57","71","4","2","Best feature","\N","2019-06-03","\N","3","1","8","\N","1","0","\N","2019-05-29","\N","\N","\N","\N","\N"
"58","72","4","2","Best feature","\N","2019-06-03","\N","3","1","8","\N","1","0","\N","2019-05-29","33","\N","\N","\N","\N"
"59","73","7","2","Terrible bug","\N","2019-06-06","\N","4","1","8","\N","1","0","\N","2019-06-04","\N","\N","\N","\N","\N"
"60","74","7","2","Terrible bug","\N","2019-06-06","\N","4","1","8","\N","1","0","\N","2019-06-04","33","\N","\N","\N","\N"
"61","75","2","2","Go-Live v1.0","\N","2019-06-07","\N","6","1","8","\N","1","0","\N","2019-06-07","\N","\N","\N","\N","\N"
"62","76","3","2","Develop v1.1","\N","2019-06-12","\N","6","1","8","\N","1","0","\N","2019-06-10","\N","\N","\N","\N","\N"
"63","77","4","2","Wonderful feature","\N","2019-06-10","\N","1","1","8","\N","1","0","\N","2019-06-10","\N","\N","\N","\N","\N"
"64","78","4","2","Wonderful feature","\N","2019-06-10","\N","1","1","8","\N","1","0","\N","2019-06-10","38","\N","\N","\N","\N"
"65","79","7","2","Ugly bug","\N","2019-06-12","\N","1","1","8","\N","1","0","\N","2019-06-12","\N","\N","\N","\N","\N"
"66","80","7","2","Ugly bug","\N","2019-06-12","\N","1","1","8","\N","1","0","\N","2019-06-12","38","\N","\N","\N","\N"
"67","81","2","2","Go-Live v1.1","\N","2019-06-14","\N","5","1","8","\N","1","0","\N","2019-06-14","\N","\N","\N","\N","\N"
"68","84","1","3","Preliminary design","\N","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"69","85","1","3","Detailed design","\N","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"70","86","1","3","Project deliverables","\N","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"71","87","1","3","Review of background information.","","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"72","88","1","3","Review of background information.","","\N","\N","1","\N","8","\N","3","0","\N","\N","42","\N","\N","\N","\N"
"73","89","1","3","Load Calculation","","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"74","90","1","3","Load Calculation","","\N","\N","1","\N","8","\N","3","0","\N","\N","42","\N","\N","\N","\N"
"75","91","1","3","Load Calculation","Calculation of dead, live, wind, snow loads and so on.","\N","\N","1","\N","8","\N","3","0","\N","\N","42","\N","\N","\N","\N"
"76","92","1","3","Design of the structural layout","","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"77","93","1","3","Design of the structural layout","","\N","\N","1","\N","8","\N","3","0","\N","\N","42","\N","\N","\N","\N"
"78","94","1","3","Estimation of structural member sizes","","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"79","95","1","3","Estimation of structural member sizes","","\N","\N","1","\N","8","\N","3","0","\N","\N","42","\N","\N","\N","\N"
"80","96","1","3","Three-dimensional structural analysis model","","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"81","97","1","3","Three-dimensional structural analysis model","","\N","\N","1","\N","8","\N","3","0","\N","\N","43","\N","\N","\N","\N"
"82","98","1","3","Analysis","","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"83","99","1","3","Analysis","","\N","\N","1","\N","8","\N","3","0","\N","\N","43","\N","\N","\N","\N"
"84","100","1","3","Detailed design of structural members","","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"85","101","1","3","Detailed design of structural members","","\N","\N","1","\N","8","\N","3","0","\N","\N","43","\N","\N","\N","\N"
"86","102","1","3","Preparation of construction drawings","","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"87","103","1","3","Preparation of construction drawings","","\N","\N","1","\N","8","\N","3","0","\N","\N","44","\N","\N","\N","\N"
"88","104","1","3","Bill of quantities","","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"89","105","1","3","Bill of quantities","","\N","\N","1","\N","8","\N","3","0","\N","\N","44","\N","\N","\N","\N"
"90","106","1","3","Preparation of the calculation report","","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"91","107","1","3","Preparation of the calculation report","","\N","\N","1","\N","8","\N","3","0","\N","\N","44","\N","\N","\N","\N"
"92","108","1","5","OpenProject installation.","","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"93","109","1","5","OpenProject installation.","","\N","\N","1","3","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"94","112","1","5","Project creation","","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"95","113","1","5","Project creation","","\N","\N","1","3","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"96","115","1","3","Load Calculation","Calculation of dead, live, wind, snow loads and so on.","2019-05-17","\N","1","\N","8","\N","3","0","\N","2019-05-17","42","\N","\N","\N","\N"
"97","116","1","3","Preliminary design","\N","2019-05-17","\N","1","\N","8","\N","3","0","\N","2019-05-17","\N","\N","\N","\N","\N"
"98","117","1","3","Fee proposal","","\N","\N","1","3","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"99","121","1","3","Fee proposal","","\N","\N","1","3","8","\N","3","0","24","\N","\N","\N","\N","\N","24"
"100","123","1","3","Review of background information.","","\N","\N","1","\N","8","\N","3","0","24","\N","42","\N","\N","\N","24"
"101","124","1","3","Preliminary design","\N","2019-05-17","\N","1","\N","8","\N","3","0","24","2019-05-17","\N","\N","\N","\N","24"
"102","126","1","3","Load Calculation","","\N","\N","1","\N","8","\N","3","0","16","\N","\N","\N","\N","\N","16"
"103","127","1","3","Load Calculation","","\N","\N","1","\N","8","\N","3","0","16","\N","42","\N","\N","\N","16"
"104","128","1","3","Preliminary design","\N","\N","\N","1","\N","8","\N","3","0","24","\N","\N","\N","\N","\N","24"
"105","129","1","3","Preliminary design","\N","\N","\N","1","\N","8","\N","3","0","40","\N","\N","\N","\N","\N","40"
"106","131","1","3","Design of the structural layout","","\N","\N","1","\N","8","\N","3","0","8","\N","42","\N","\N","\N","8"
"107","132","1","3","Preliminary design","\N","\N","\N","1","\N","8","\N","3","0","48","\N","\N","\N","\N","\N","48"
"108","134","1","3","Estimation of structural member sizes","","\N","\N","1","\N","8","\N","3","0","32","\N","42","\N","\N","\N","32"
"109","135","1","3","Preliminary design","\N","\N","\N","1","\N","8","\N","3","0","80","\N","\N","\N","\N","\N","80"
"110","136","1","3","Three-dimensional structural analysis model","","\N","\N","1","\N","8","\N","3","0","16","\N","43","\N","\N","\N","16"
"111","137","1","3","Detailed design","\N","\N","\N","1","\N","8","\N","3","0","16","\N","\N","\N","\N","\N","16"
"112","138","1","3","Analysis","","\N","\N","1","\N","8","\N","3","0","8","\N","43","\N","\N","\N","8"
"113","139","1","3","Detailed design","\N","\N","\N","1","\N","8","\N","3","0","24","\N","\N","\N","\N","\N","24"
"114","142","1","3","Detailed design of structural members","","\N","\N","1","\N","8","\N","3","0","112","\N","43","\N","\N","\N","112"
"120","149","1","3","Preparation of the calculation report","","\N","\N","1","\N","8","\N","3","0","32","\N","44","\N","\N","\N","32"
"121","150","1","3","Project deliverables","\N","\N","\N","1","\N","8","\N","3","0","184","\N","\N","\N","\N","\N","184"
"123","155","1","3","Admin","","\N","\N","1","3","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"124","161","1","7","Fee proposal","\N","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"125","162","1","7","Fee proposal","\N","\N","\N","1","3","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"126","163","1","8","Debugging","\N","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"127","164","1","8","Modelling utilities (Python code)","\N","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"128","165","1","8","English translation","","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"129","166","1","8","English translation","Translate to English the Doxygen documentation.","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"130","170","1","9","Document management","","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"131","171","1","9","Document management","","\N","\N","1","3","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"132","173","1","9","Document management","Mail archive. Document storage.","\N","\N","1","3","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"133","175","1","9","Internet related maintenance","Mail and web maintenance.","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"134","176","1","9","Web page","","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"135","178","1","4","Public relations","Relations with collaborators, clients and providers not for a specific objective.","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"136","187","1","4","Administration","General administration tasks.","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"137","192","1","8","Program development","","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"138","193","1","8","Program development","","\N","\N","1","3","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"139","202","1","9","Computers maintenance","","\N","\N","1","3","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"140","203","1","9","Computers maintenance","All tasks related to maintenance of the computers: software installation, Â backup, problem solving...","\N","\N","1","3","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"141","214","1","4","Continuous training","\N","\N","\N","1","\N","8","\N","4","0","\N","\N","\N","\N","\N","\N","\N"
"142","218","1","4","Accounting","Recording of financial transactions and related tasks.","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"143","219","1","4","Accounting","Recording of financial transactions and related tasks.","\N","\N","1","3","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"144","238","1","8","Issue management","\N","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"145","250","1","6","Registration and consultation of tendering Internet sites.","\N","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"146","251","1","6","Registration and consultation of tendering Internet sites.","Registration on tendering Internet sites (TED, SIMAP, Visma Tendsign, ...). Consultations of tenders and documents on those sites.","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"147","253","1","9","Document management","Mail archive. Document storage. Document template creation.","\N","\N","1","3","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"148","313","1","11","Project management.","Project administration","\N","\N","1","\N","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"149","314","1","11","Project management.","Project administration","\N","\N","1","3","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
"150","315","1","11","Calculation and calculation report","\N","\N","\N","1","3","8","\N","3","0","\N","\N","\N","\N","\N","\N","\N"
